accession	organism	kingdom	length	sp_cleavage_site	label	tm_helix_start_leq_90	fold
Q9UBC0	Homo sapiens	Metazoa	465		0	False	3
Q945P1	Arabidopsis thaliana	Plants	317		0	False	3
P20484	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		0	False	3
Q9NZZ3	Homo sapiens	Metazoa	219		0	False	3
Q01560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414		0	False	3
Q8BMF8	Mus musculus	Metazoa	549		0	True	3
Q9VW47	Drosophila melanogaster	Metazoa	2531		0	False	3
P0DKB7	Arabidopsis thaliana	Plants	326		0	False	3
P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		0	False	3
F4J264	Arabidopsis thaliana	Plants	406		0	False	3
Q09715	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	614		0	False	3
Q9BY41	Homo sapiens	Metazoa	377		0	False	3
Q07821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	250		0	False	3
P34791	Arabidopsis thaliana	Plants	260		0	False	3
Q15562	Homo sapiens	Metazoa	447		0	False	3
O04425	Arabidopsis thaliana	Plants	747		0	False	3
Q9H7T9	Homo sapiens	Metazoa	357		0	False	3
Q94521	Drosophila melanogaster	Metazoa	275		0	False	3
Q1LZ24	Drosophila melanogaster	Metazoa	586		0	False	3
P06785	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	304		0	False	3
Q91Y55	Rattus norvegicus	Metazoa	235		0	True	3
P38903	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	757		0	False	3
Q84WW2	Arabidopsis thaliana	Plants	325		0	False	3
Q8NI51	Homo sapiens	Metazoa	663		0	False	3
P38793	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499		0	False	3
O08839	Rattus norvegicus	Metazoa	588		0	False	3
Q9LPS1	Arabidopsis thaliana	Plants	498		0	True	3
Q9H1K0	Homo sapiens	Metazoa	784		0	False	3
P32063	Coriandrum sativum	Plants	385		0	False	3
Q7KSD8	Drosophila melanogaster	Metazoa	562		0	False	3
P30664	Xenopus laevis	Metazoa	863		0	False	3
Q4H4B6	Danio rerio	Metazoa	1724		0	False	3
Q96EH3	Homo sapiens	Metazoa	234		0	False	3
E9Q4F7	Mus musculus	Metazoa	2643		0	False	3
P40547	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	921		0	False	3
Q9WVS4	Mus musculus	Metazoa	420		0	False	3
P18068	Chlamydomonas reinhardtii	Plants	145		0	False	3
Q9NVR2	Homo sapiens	Metazoa	710		0	False	3
Q8NEG4	Homo sapiens	Metazoa	500		0	False	3
Q05153	Arabidopsis thaliana	Plants	646		0	False	3
O70433	Mus musculus	Metazoa	279		0	False	3
O95210	Homo sapiens	Metazoa	358		0	True	3
P59858	Polysiphonia urceolata	Other	162		0	False	3
Q96AY2	Homo sapiens	Metazoa	570		0	False	3
P06895	Platynereis dumerilii	Metazoa	119		0	False	3
Q07065	Homo sapiens	Metazoa	602		0	False	3
P08740	Chlamydomonas reinhardtii	Plants	382		0	True	3
Q9NS56	Homo sapiens	Metazoa	1045		0	False	3
Q8VE42	Mus musculus	Metazoa	238		0	False	3
P08898	Caenorhabditis elegans	Metazoa	136		0	False	3
F4JF14	Arabidopsis thaliana	Plants	953		0	False	3
P02511	Homo sapiens	Metazoa	175		0	False	3
P09450	Mus musculus	Metazoa	344		0	False	3
O74365	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	865		0	False	3
A0A5S9MMK5	Caenorhabditis elegans	Metazoa	443		0	False	3
Q3TSG4	Mus musculus	Metazoa	395		0	False	3
P05388	Homo sapiens	Metazoa	317		0	False	3
O80462	Arabidopsis thaliana	Plants	888		0	False	3
P59108	Mus musculus	Metazoa	548		0	False	3
P09661	Homo sapiens	Metazoa	255		0	False	3
Q9UBC1	Homo sapiens	Metazoa	381		0	False	3
Q96N64	Homo sapiens	Metazoa	755		0	False	3
P39006	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500		0	True	3
P10964	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1664		0	False	3
P53332	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	305		0	False	3
Q9VA38	Drosophila melanogaster	Metazoa	1105		0	False	3
P00058	Gossypium barbadense	Plants	111		0	False	3
Q86UR1	Homo sapiens	Metazoa	476		0	False	3
Q6NS65	Mus musculus	Metazoa	339		0	True	3
Q8IZA0	Homo sapiens	Metazoa	1049		0	True	3
Q9Y3E5	Homo sapiens	Metazoa	179		0	True	3
Q9UUG1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	317		0	False	3
Q9SII8	Arabidopsis thaliana	Plants	551		0	False	3
P0C7R2	Arabidopsis thaliana	Plants	280		0	False	3
Q8HYL8	Phascolarctos cinereus	Metazoa	661		0	False	3
Q9FYT6	Zea mays	Plants	715		0	False	3
P39994	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	560		0	False	3
Q9BYV1	Homo sapiens	Metazoa	514		0	False	3
F4HZD1	Arabidopsis thaliana	Plants	944		0	False	3
Q8K4K6	Mus musculus	Metazoa	548		0	False	3
P53987	Rattus norvegicus	Metazoa	494		0	True	3
P49654	Rattus norvegicus	Metazoa	397		0	True	3
O15819	Dictyostelium discoideum	Other	139		0	False	3
Q9UBN4	Homo sapiens	Metazoa	977		0	False	3
O77932	Homo sapiens	Metazoa	396		0	False	3
Q9VFI9	Drosophila melanogaster	Metazoa	1118		0	False	3
Q8LDD3	Arabidopsis thaliana	Plants	193		0	False	3
Q9ERQ3	Mus musculus	Metazoa	566		0	False	3
P34427	Caenorhabditis elegans	Metazoa	962		0	False	3
P26686	Drosophila melanogaster	Metazoa	376		0	False	3
Q9VN60	Drosophila melanogaster	Metazoa	278		0	False	3
P04166	Rattus norvegicus	Metazoa	146		0	False	3
Q9M815	Arabidopsis thaliana	Plants	190		0	False	3
Q9FMZ0	Arabidopsis thaliana	Plants	337		0	False	3
Q08245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		0	False	3
Q8NHZ7	Homo sapiens	Metazoa	208		0	False	3
P09077	Drosophila melanogaster	Metazoa	417		0	False	3
P06271	Nicotiana tabacum	Plants	1070		0	False	3
P61218	Homo sapiens	Metazoa	127		0	False	3
Q15915	Homo sapiens	Metazoa	447		0	False	3
P50105	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	388		0	False	3
Q90257	Danio rerio	Metazoa	270		0	False	3
Q6PGP7	Homo sapiens	Metazoa	1564		0	False	3
Q9H910	Homo sapiens	Metazoa	190		0	False	3
Q27368	Drosophila melanogaster	Metazoa	805		0	False	3
O14370	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	427		0	False	3
Q9UQ49	Homo sapiens	Metazoa	428		0	False	3
Q12298	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		0	False	3
Q08553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	188		0	False	3
Q9TUP7	Canis lupus familiaris	Metazoa	444		0	True	3
O75608	Homo sapiens	Metazoa	230		0	False	3
O74443	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272		0	False	3
A0A6P3HVI0	Bison bison bison	Metazoa	535		0	True	3
Q5VV67	Homo sapiens	Metazoa	1664		0	False	3
O00750	Homo sapiens	Metazoa	1634		0	False	3
O75116	Homo sapiens	Metazoa	1388		0	False	3
P53986	Mus musculus	Metazoa	493		0	True	3
P06505	Spinacia oleracea	Plants	335		0	False	3
Q9SHG6	Arabidopsis thaliana	Plants	849		0	False	3
Q04013	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	314		0	True	3
Q9Y606	Homo sapiens	Metazoa	427		0	False	3
Q9BSJ5	Homo sapiens	Metazoa	609		0	False	3
O95801	Homo sapiens	Metazoa	387		0	False	3
Q6JAN1	Canis lupus familiaris	Metazoa	1081		0	False	3
P50536	Drosophila melanogaster	Metazoa	512		0	False	3
Q6IEG0	Homo sapiens	Metazoa	339		0	False	3
P23396	Homo sapiens	Metazoa	243		0	False	3
Q86X55	Homo sapiens	Metazoa	608		0	False	3
Q9NWS1	Homo sapiens	Metazoa	579		0	False	3
O80786	Arabidopsis thaliana	Plants	727		0	False	3
O35638	Mus musculus	Metazoa	1231		0	False	3
P27807	Triticum aestivum	Plants	152		0	False	3
Q93560	Caenorhabditis elegans	Metazoa	817		0	False	3
P23760	Homo sapiens	Metazoa	479		0	False	3
Q12321	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	566		0	False	3
Q7TSH3	Mus musculus	Metazoa	1157		0	False	3
Q9NVH6	Homo sapiens	Metazoa	421		0	False	3
Q6WN19	Rattus norvegicus	Metazoa	469		0	False	3
O74485	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	581		0	False	3
P42736	Arabidopsis thaliana	Plants	248		0	False	3
P10749	Mus musculus	Metazoa	269		0	False	3
P63098	Homo sapiens	Metazoa	170		0	False	3
Q0VD86	Homo sapiens	Metazoa	236		0	False	3
P29677	Solanum tuberosum	Plants	504		0	False	3
Q12235	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	531		0	True	3
Q13415	Homo sapiens	Metazoa	861		0	False	3
Q8K3P4	Rattus norvegicus	Metazoa	362		0	False	3
Q12178	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	158		0	False	3
P62136	Homo sapiens	Metazoa	330		0	False	3
Q9C7I5	Arabidopsis thaliana	Plants	189		0	False	3
P22361	Mus musculus	Metazoa	628		0	False	3
P25815	Homo sapiens	Metazoa	95		0	False	3
O94259	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327		0	False	3
O75348	Homo sapiens	Metazoa	118		0	False	3
Q8IYR2	Homo sapiens	Metazoa	804		0	False	3
Q71BG9	Solanum lycopersicum	Plants	861		0	False	3
P69150	Tetrahymena thermophila	Other	136		0	False	3
P36626	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	561		0	False	3
Q09309	Caenorhabditis elegans	Metazoa	454		0	False	3
Q9CQ20	Mus musculus	Metazoa	182		0	False	3
P31167	Arabidopsis thaliana	Plants	381		0	True	3
Q5EBM0	Homo sapiens	Metazoa	449		0	False	3
P19156	Sus scrofa	Metazoa	1034		0	False	3
P53810	Mus musculus	Metazoa	271		0	False	3
P31384	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	837		0	False	3
Q9GZR1	Homo sapiens	Metazoa	1112		0	False	3
O43447	Homo sapiens	Metazoa	177		0	False	3
Q9M7T0	Arabidopsis thaliana	Plants	201		0	False	3
Q9USW9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	244		0	False	3
Q91V08	Mus musculus	Metazoa	207		0	True	3
O96033	Homo sapiens	Metazoa	88		0	False	3
P51531	Homo sapiens	Metazoa	1590		0	False	3
Q6NN03	Arabidopsis thaliana	Plants	63		0	True	3
Q9D489	Mus musculus	Metazoa	467		0	False	3
Q12285	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	212		0	False	3
P48268	Chlamydomonas reinhardtii	Plants	82		0	True	3
Q68G58	Mus musculus	Metazoa	516		0	False	3
O74957	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	834		0	False	3
Q93Z18	Arabidopsis thaliana	Plants	415		0	False	3
P35728	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	441		0	False	3
Q9NUK0	Homo sapiens	Metazoa	354		0	False	3
P13866	Homo sapiens	Metazoa	664		0	True	3
Q12948	Homo sapiens	Metazoa	553		0	False	3
Q3UQS8	Mus musculus	Metazoa	1199		0	False	3
O55135	Mus musculus	Metazoa	245		0	False	3
Q9Y7Y6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	291		0	False	3
P16972	Arabidopsis thaliana	Plants	148		0	False	3
Q6PEY1	Homo sapiens	Metazoa	159		0	True	3
P04625	Gallus gallus	Metazoa	408		0	False	3
P35434	Rattus norvegicus	Metazoa	168		0	False	3
Q8BGD7	Mus musculus	Metazoa	802		0	False	3
D7UQM5	Patiria pectinifera	Metazoa	407		0	False	3
P36402	Homo sapiens	Metazoa	384		0	False	3
Q9GZQ3	Homo sapiens	Metazoa	224		0	False	3
Q8R4P5	Mus musculus	Metazoa	757		0	False	3
Q01329	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	785		0	False	3
P63163	Mus musculus	Metazoa	240		0	False	3
P55018	Rattus norvegicus	Metazoa	1002		0	False	3
A0A0S2UWC9	Petunia hybrida	Plants	249		0	False	3
P28829	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	659		0	False	3
Q8BTW8	Mus musculus	Metazoa	588		0	False	3
Q9JJF3	Mus musculus	Metazoa	603		0	False	3
Q39024	Arabidopsis thaliana	Plants	376		0	False	3
P40470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206		0	False	3
Q9URX9	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	284		0	False	3
P02835	Drosophila melanogaster	Metazoa	410		0	False	3
Q9UIS9	Homo sapiens	Metazoa	605		0	False	3
Q93WG3	Arabidopsis thaliana	Plants	294		0	False	3
Q9UJA3	Homo sapiens	Metazoa	840		0	False	3
A0A3Q2IDB4	Equus caballus	Metazoa	552		0	True	3
Q60756	Mus musculus	Metazoa	195		0	False	3
B6VQ60	Caenorhabditis elegans	Metazoa	612		0	False	3
Q8NFT6	Homo sapiens	Metazoa	615		0	False	3
Q9XZ06	Drosophila melanogaster	Metazoa	823		0	False	3
O14388	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	136		0	False	3
O43900	Homo sapiens	Metazoa	615		0	False	3
P35290	Mus musculus	Metazoa	203		0	False	3
Q9Z2A5	Mus musculus	Metazoa	516		0	False	3
Q5RI15	Homo sapiens	Metazoa	118		0	True	3
P32388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		0	False	3
Q96LA8	Homo sapiens	Metazoa	375		0	False	3
Q9UKK6	Homo sapiens	Metazoa	140		0	False	3
P28566	Homo sapiens	Metazoa	365		0	True	3
P22460	Homo sapiens	Metazoa	613		0	False	3
Q5I7G2	Lymnaea stagnalis	Metazoa	436		0	False	3
Q7M2P1	Sus scrofa	Metazoa	76		0	False	3
Q91WN3	Mus musculus	Metazoa	478		0	True	3
Q9I8D1	Gallus gallus	Metazoa	1276		0	False	3
P27469	Homo sapiens	Metazoa	103		0	False	3
Q08687	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	178		0	False	3
Q9BSU3	Homo sapiens	Metazoa	229		0	False	3
P62312	Homo sapiens	Metazoa	80		0	False	3
Q9UQN3	Homo sapiens	Metazoa	213		0	False	3
C6ZJZ3	Glycine max	Plants	237		0	False	3
Q9ZVC9	Arabidopsis thaliana	Plants	851		0	False	3
P39113	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1433		0	False	3
Q9C9F5	Arabidopsis thaliana	Plants	308		0	False	3
P38114	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1094		0	False	3
O35445	Mus musculus	Metazoa	180		0	False	3
Q9XUS7	Caenorhabditis elegans	Metazoa	610		0	False	3
Q9FX64	Arabidopsis thaliana	Plants	226		0	False	3
Q8WWC4	Homo sapiens	Metazoa	291		0	False	3
Q61694	Mus musculus	Metazoa	373		0	False	3
Q8L3W1	Arabidopsis thaliana	Plants	341		0	False	3
Q18909	Caenorhabditis elegans	Metazoa	319		0	False	3
P22579	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1536		0	False	3
Q6NTE8	Homo sapiens	Metazoa	343		0	False	3
Q8IVE3	Homo sapiens	Metazoa	1493		0	False	3
O48538	Arabidopsis thaliana	Plants	944		0	False	3
P42858	Homo sapiens	Metazoa	3142		0	False	3
Q9UBY9	Homo sapiens	Metazoa	170		0	False	3
Q9C0C9	Homo sapiens	Metazoa	1292		0	False	3
Q9HC97	Homo sapiens	Metazoa	309		0	True	3
Q8WQX6	Leishmania tarentolae	Other	1120		0	False	3
Q5GH77	Homo sapiens	Metazoa	459		0	True	3
Q9WTS6	Mus musculus	Metazoa	2715		0	False	3
P31941	Homo sapiens	Metazoa	199		0	False	3
Q9UG56	Homo sapiens	Metazoa	409		0	True	3
Q9LU05	Arabidopsis thaliana	Plants	168		0	False	3
Q9Y2I8	Homo sapiens	Metazoa	494		0	False	3
Q13523	Homo sapiens	Metazoa	1007		0	False	3
P70600	Rattus norvegicus	Metazoa	1009		0	False	3
P07038	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	920		0	False	3
P11596	Drosophila melanogaster	Metazoa	197		0	False	3
Q9LVQ7	Arabidopsis thaliana	Plants	500		0	False	3
O14006	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	271		0	False	3
P29674	Xenopus laevis	Metazoa	403		0	False	3
P62773	Brassica oleracea	Plants	111		0	False	3
P35001	Gallus gallus	Metazoa	246		0	False	3
P36056	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	628		0	False	3
Q3U5F4	Mus musculus	Metazoa	280		0	False	3
Q94BU1	Arabidopsis thaliana	Plants	692		0	False	3
Q9EQ31	Mus musculus	Metazoa	354		0	True	3
Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412		0	False	3
P84338	Ginkgo biloba	Plants	99		0	False	3
P38398	Homo sapiens	Metazoa	1863		0	False	3
Q9CAP8	Arabidopsis thaliana	Plants	691		0	False	3
P54791	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529		0	False	3
Q67YG7	Arabidopsis thaliana	Plants	148		0	False	3
Q9TTY5	Bos taurus	Metazoa	342		0	True	3
Q9R109	Mus musculus	Metazoa	243		0	False	3
O94632	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	773		0	False	3
Q10424	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	330		0	False	3
O81098	Arabidopsis thaliana	Plants	205		0	False	3
Q9ES56	Mus musculus	Metazoa	219		0	False	3
O60779	Homo sapiens	Metazoa	497		0	True	3
P55088	Mus musculus	Metazoa	323		0	True	3
Q55GJ6	Dictyostelium discoideum	Other	214		0	False	3
P43124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	402		0	False	3
P93004	Arabidopsis thaliana	Plants	280		0	True	3
Q8L844	Arabidopsis thaliana	Plants	709		0	False	3
P87054	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	133		0	False	3
Q9HDD0	Homo sapiens	Metazoa	168		0	False	3
P51577	Rattus norvegicus	Metazoa	388		0	True	3
P32792	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	385		0	False	3
P06843	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333		0	False	3
Q8N163	Homo sapiens	Metazoa	923		0	False	3
Q86SG3	Homo sapiens	Metazoa	579		0	False	3
P18492	Hordeum vulgare	Plants	469		0	False	3
Q8N100	Homo sapiens	Metazoa	152		0	False	3
P56391	Mus musculus	Metazoa	86		0	False	3
Q9USX3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	406		0	False	3
Q9FG73	Arabidopsis thaliana	Plants	682		0	False	3
Q6VWJ6	Hordeum vulgare	Plants	573		0	False	3
O42848	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	197		0	False	3
Q07794	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	436		0	False	3
Q6TA49	Sus scrofa	Metazoa	289		0	True	3
Q9NQ40	Homo sapiens	Metazoa	469		0	True	3
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576		0	False	3
Q9CWR0	Mus musculus	Metazoa	618		0	False	3
Q9P2R6	Homo sapiens	Metazoa	1566		0	False	3
Q6K498	Oryza sativa subsp. japonica	Plants	277		0	False	3
Q9UKU7	Homo sapiens	Metazoa	415		0	False	3
Q9JKD8	Mus musculus	Metazoa	530		0	False	3
Q06568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	189		0	False	3
P30047	Homo sapiens	Metazoa	84		0	False	3
A0A2P1GIW3	Catharanthus roseus	Plants	320		0	False	3
Q8NDV2	Homo sapiens	Metazoa	337		0	True	3
Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	500		0	False	3
O80506	Arabidopsis thaliana	Plants	93		0	False	3
P49435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187		0	False	3
P61581	Homo sapiens	Metazoa	75		0	False	3
O96693	Plasmodium falciparum (isolate HB3)	Other	488		0	False	3
Q12523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	523		0	False	3
P32830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	109		0	False	3
P07812	Gallus gallus	Metazoa	786		0	False	3
P31399	Rattus norvegicus	Metazoa	161		0	False	3
Q13868	Homo sapiens	Metazoa	293		0	False	3
P43572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	832		0	False	3
P62937	Homo sapiens	Metazoa	165		0	False	3
Q2MHE4	Arabidopsis thaliana	Plants	390		0	False	3
B4FUP5	Zea mays	Plants	253		0	False	3
P36494	Spinacia oleracea	Plants	261		0	False	3
Q9SDW0	Arabidopsis thaliana	Plants	323		0	False	3
Q2KI49	Bos taurus	Metazoa	159		0	False	3
Q9Y5X4	Homo sapiens	Metazoa	410		0	False	3
P82249	Spinacia oleracea	Plants	130		0	False	3
P40066	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	365		0	False	3
Q99NH7	Mus musculus	Metazoa	744		0	True	3
P06738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902		0	False	3
Q3V0Q6	Mus musculus	Metazoa	470		0	False	3
P82194	Spinacia oleracea	Plants	126		0	False	3
Q6Q560	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	94		0	False	3
P35462	Homo sapiens	Metazoa	400		0	True	3
Q9NUP9	Homo sapiens	Metazoa	197		0	False	3
Q9Z1B3	Mus musculus	Metazoa	1216		0	False	3
P38710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		0	False	3
Q2WGK3	Trichoderma harzianum	Fungi	356		0	False	3
O08755	Mus musculus	Metazoa	465		0	False	3
O08901	Mus musculus	Metazoa	1058		0	False	3
A0A1D8PN96	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	981		0	False	3
Q94AI4	Arabidopsis thaliana	Plants	775		0	False	3
Q08157	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	551		0	True	3
Q9JKM5	Rattus norvegicus	Metazoa	400		0	True	3
Q13017	Homo sapiens	Metazoa	1502		0	False	3
Q39023	Arabidopsis thaliana	Plants	370		0	False	3
O23166	Arabidopsis thaliana	Plants	261		0	False	3
O14063	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	542		0	False	3
Q8BLA8	Mus musculus	Metazoa	1125		0	False	3
Q9P6R0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	492		0	False	3
Q13882	Homo sapiens	Metazoa	451		0	False	3
A0A0F7G352	Vanilla planifolia	Plants	356		0	False	3
Q02783	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	413		0	False	3
Q8NFQ8	Homo sapiens	Metazoa	470		0	False	3
D3ZUA0	Rattus norvegicus	Metazoa	338		0	False	3
O94941	Homo sapiens	Metazoa	541		0	False	3
O77264	Drosophila melanogaster	Metazoa	361		0	False	3
Q13765	Homo sapiens	Metazoa	215		0	False	3
Q8TEH3	Homo sapiens	Metazoa	1009		0	False	3
Q94A41	Arabidopsis thaliana	Plants	887		0	False	3
Q96GC5	Homo sapiens	Metazoa	212		0	False	3
P56182	Homo sapiens	Metazoa	461		0	False	3
O14284	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	188		0	False	3
Q8N165	Homo sapiens	Metazoa	341		0	False	3
P11181	Bos taurus	Metazoa	482		0	False	3
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		0	False	3
P03877	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	415		0	True	3
Q5LJZ2	Drosophila melanogaster	Metazoa	1641		0	False	3
P86173	Rattus norvegicus	Metazoa	426		0	False	3
P42566	Homo sapiens	Metazoa	896		0	False	3
Q96CA5	Homo sapiens	Metazoa	298		0	False	3
Q96VH5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	97		0	True	3
Q9SLH3	Arabidopsis thaliana	Plants	587		0	False	3
Q9M879	Arabidopsis thaliana	Plants	396		0	False	3
P25270	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	412		0	False	3
P11474	Homo sapiens	Metazoa	423		0	False	3
O13294	Candida tropicalis	Fungi	411		0	False	3
Q9NYD6	Homo sapiens	Metazoa	342		0	False	3
Q03694	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	420		0	False	3
P34619	Caenorhabditis elegans	Metazoa	1000		0	False	3
Q1EHB4	Homo sapiens	Metazoa	618		0	True	3
Q5SZT7	Mus musculus	Metazoa	395		0	False	3
Q9U1N0	Chironomus tentans	Metazoa	535		0	False	3
Q06089	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	161		0	True	3
Q9FKA7	Arabidopsis thaliana	Plants	617		0	False	3
P40424	Homo sapiens	Metazoa	430		0	False	3
P56382	Mus musculus	Metazoa	52		0	False	3
Q38SD2	Homo sapiens	Metazoa	2015		0	False	3
Q08236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1176		0	False	3
Q9VM71	Drosophila melanogaster	Metazoa	908		0	False	3
Q9C5J3	Arabidopsis thaliana	Plants	946		0	False	3
Q80X41	Mus musculus	Metazoa	440		0	False	3
Q9SXP7	Arabidopsis thaliana	Plants	235		0	False	3
Q9NZL3	Homo sapiens	Metazoa	707		0	False	3
Q9JJ48	Mus musculus	Metazoa	305		0	False	3
P36639	Homo sapiens	Metazoa	156		0	False	3
Q9WUR2	Mus musculus	Metazoa	391		0	False	3
Q6PJF5	Homo sapiens	Metazoa	856		0	False	3
Q07955	Homo sapiens	Metazoa	248		0	False	3
Q08202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	246		0	False	3
Q9UBF6	Homo sapiens	Metazoa	113		0	False	3
Q95XA8	Caenorhabditis elegans	Metazoa	486		0	False	3
Q9DBA6	Mus musculus	Metazoa	568		0	False	3
P24389	Rattus norvegicus	Metazoa	257		0	True	3
Q8LPI7	Arabidopsis thaliana	Plants	414		0	False	3
P17302	Homo sapiens	Metazoa	382		0	True	3
Q96EU6	Homo sapiens	Metazoa	259		0	False	3
Q3MIT2	Homo sapiens	Metazoa	529		0	False	3
P27683	Spinacia oleracea	Plants	192		0	False	3
Q8WTT0	Homo sapiens	Metazoa	213		0	True	3
P50613	Homo sapiens	Metazoa	346		0	False	3
Q8N488	Homo sapiens	Metazoa	228		0	False	3
P38241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	364		0	False	3
P17014	Homo sapiens	Metazoa	697		0	False	3
Q6DVA0	Mus musculus	Metazoa	511		0	False	3
